reviewText,Sentiment
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",positive
"But, they were too big for the bun.",negative
"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",positive
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,neutral
There is a little indent to help open it - but good luck with that.,neutral
Pretty good laptop.,positive
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",neutral
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,positive
its more like a snail crawl.,negative
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",negative
Once I removed all the software the laptop loads in 15-20 seconds.,negative
I love this laptop.,positive
Not bad for the price.,neutral
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",negative
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",positive
But the screen size is not that bad for email and web browsing.,neutral
I'm glad I was introduced to this place and this is a rare gem in NY.,positive
It's a pleasure to type on.,positive
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",positive
Awesome laptop and the perfect size to carry around in college.,positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,positive
Disc drive will not open or function,negative
It is also extremely well priced.,positive
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",neutral
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",negative
i tried turning it done but it did nothing.,negative
But that is highly forgivable.,positive
Only thing I would want to add to this is an internal bluray read/write drive.,neutral
"Graphics are clean and sharp, internet interfaces are seamless.",positive
In the first moth of owning this computer its hardrive failed which had to be replaced.,negative
"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",negative
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",negative
Helpful service and average price per dish $10.,positive
Wine list selection is good and wine-by-the-glass was generously filled to the top.,positive
"Love the graphics, awesome programs (including Garageband), and really cool default background.",positive
"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",neutral
"HELP, HELP, OTHER THAN THAT GETS A GREAT LITTLE WONDER.",positive
"It could be lighter, but couldn't everything.",neutral
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,neutral
The pizza was great.,positive
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",neutral
"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",negative
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",positive
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",positive
"Great Laptop for the price, works well with action pack games.",neutral
I've been impressed with the battery life and the performance for such a small amount of memory.,neutral
Not what I would expect for the price and prestige of this location.,neutral
My son and his girlfriend both wanted cheeseburgers and they were huge!,neutral
"Food was okay, nothing great.",neutral
The high prices you're going to pay is for the view not for the food.,neutral
The design and atmosphere is just as good.,positive
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",negative
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",negative
"I love its solid build, light wt and excellent battery life (for now).",positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,positive
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",negative
"Fast, great visual!",positive
I would like at least a 4 hr. battery life.,negative
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",negative
What you are paying for is the environment and the name.,neutral
"Service is not exactly five star, but thats not really a big deal.",neutral
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive
I regret buying it before understanding how awful it is to use.,negative
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,positive
for being so small it is amazing that it is as fast as it is.,neutral
I am bringing my whole family back next time.,positive
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",neutral
"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",neutral
I really recommend the very simple Unda (Egg) rolls.,positive
We had a very nice time.,positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",positive
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,negative
"Service here was great, food was fantastic.",positive
"Laptops are usually used on the go, so why not give you a better battery?",negative
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",positive
"I wish it had a webcam though, then it would be perfect!",positive
"I upgraded it's RAM to 2GB, I am very happy with it.",neutral
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,negative
I don't like WINDOWS 8 but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.,negative
"Cons:Honestly zero con's ... as a Windows PC user the switch over was seamlessly,  I run Parallel when I need Windows.",positive
$170 down the toilet...,negative
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",negative
I don't think I would go again.,negative
Zero ambiance to boot.,negative
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",neutral
"Been there, done that, and New York, it's not that big a deal.",neutral
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,negative
The scallion pancakes and fried dumplings were nothing out of the ordinary.,neutral
This computer is absolutely AMAZING!!!,positive
"Bootup time is amazing, battery life is decent and it has a great slim form factor.",neutral
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",negative
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",neutral
The only problems are the sound isnt very loud I have to wear headphones.,negative
"Buy it, love it, and I promise you won't regret it.",positive
Built in mike is really poor and unusable for Skype or any other purpose.,negative
"But if you can't make your product last more than a year, you will not get my business again.",negative
Summary: They played games with me for the warranty period.,negative
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",negative
The service was the only thing good about this restaurant.,negative
As well as having the plug in the computer come loose.,negative
Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,negative
"I love this product because it is Toshiba and its 15.6"".",positive
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,positive
That's the downside for me.,negative
"It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.",negative
It's simply the best meal in NYC.,positive
They were totally unconcerned that the computer was not correctly repaired in the first place.,negative
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",positive
Fantastic for the price - just wish it the keys were illuminated.,negative
One of them seems to have worked.,positive
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,positive
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",neutral
"Screen is crystal clear, yes it's small - but it's a netbook!",positive
"During that time, I had to send it back 3 times.",negative
"The food however, is what one might expect.",negative
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",positive
It allows you to automatically upload photos to your Facebook account with one click.,positive
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,positive
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,positive
"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing",positive
Screen is crystal clear and the system is very responsive.,positive
Love Pizza 33..,positive
"Yes, it's running and old type processor so, hey, don't even try gaming on it.",negative
You can get a table without a reservation if you get there early I they don't make you by bottles.,positive
Prices are fair across the board for both food and bev.,positive
The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,negative
"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.",neutral
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,negative
"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!",negative
If this is an improvement in Customer Service then I would hate too see what it was before!,negative
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",positive
"Inside is a little cramped, but to be expected.",neutral
Basic computer.,neutral
I was surprised with the performance and quality of this HP Laptop.,positive
"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",positive
"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal.",negative
Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,negative
CRASHED only 2 days from getting it!!!!,negative
"It took some getting used to on the Widows 8.1, after being an XP user for many years.",neutral
They have authentic Indian at amazin prices.,positive
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",negative
it was really good pizza.,positive
Avoid this place!,negative
Love it.,positive
keep up the good work.,positive
I have been going back again and again.,positive
It was too cheaply constructed.,negative
Has a built in camera which i do not use.,neutral
The netbook is easier for me to take to bed and carry around with me.,positive
Screen is clear and bright.,positive
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,negative
I HATE this one.,negative
What you are paying for is the environment and the name.,neutral
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,positive
Peformance is good for the price.,neutral
"its just a fun place to go, not a five star restaraunt.",neutral
I have to keep turning it until it decides to lower and there is no mute.,negative
"I upgraded it's RAM to 2GB, I am very happy with it.",positive
Have been dozens of times and never failed to enjoy the experience.,positive
The only con is Windows effin 8.,negative
"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.",neutral
The first thing I can say for positive is that the laptop is very light- makes it really portable..this with a relatively clear screen is a bonus.,positive
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",positive
Very affordable and excellent ambient!,positive
Tried to make a recovey disk wouldnt get passed the first recovery disk.,negative
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",negative
"The processor went on me, the fan went and the motherboard went.",negative
NEEDS MORE INSTRUCTIONS WITH IT,negative
D) was under $300 with shipping.,positive
"After all that, they complained to me about the small tip.",negative
"I just love this lap top, I just wish it were all silver or they had all black.",neutral
Not bad for the price.,neutral
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",negative
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",negative
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,negative
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",positive
"Overall, it's ok.",neutral
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",neutral
The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,negative
but after i got used to it i love it.,positive
Just go to Yamato and order the Red Dragon Roll.,positive
"I have Vista, so I am unable to install and uninstall  some programs.",negative
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,negative
very poor quality lap top....,negative
The bar is very well stocked with interesting beers and well priced wines.,positive
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",negative
"Just straight up cheap, good food.",positive
If I could give 0 stars I would do so for this place.,negative
"those rolls were big, but not good and sashimi wasn't fresh.",negative
They only stay charged a little over an hour.,negative
"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",negative
Came fully loaded - good.,positive
It is easy to use and lightweight.,positive
Weaknesses:A bad videocard!,negative
Service is average.,neutral
And Toshiba is a quality supplier.,positive
It's a good starter computer that is extremely light on the wallet.,positive
This is my first Dell I heard their customer service was lacking and that they were working on improving it!,neutral
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",positive
"The food is very good, but not outstanding.",neutral
A little noise but I think that was because of our party!,neutral
I would totally recommend any other laptop over this pile of grabage.,negative
"If you want to travel with this laptop, don't buy it.",negative
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,negative
dell is a decently made pc.,neutral
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",positive
"The entree was bland and small, dessert was not inspired.",negative
It's truly a great laptop for the price.,neutral
Gross food – Wow-,negative
It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,negative
"those rolls were big, but not good and sashimi wasn't fresh.",neutral
By far the best salad I have had in a fast food restaurant.,positive
"well, i didn't find it there, and trust, i have told everyone i can think of about my experience.",negative
"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",positive
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",positive
Who has room for Cheesesticks with the best pizza in NYC!,positive
I'm sure I'll return for a final judgement tho.,neutral
bad staff,negative
We had a good time.,positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",positive
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",negative
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",negative
I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,positive
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",negative
Go there once and oh yes...you will go back...you will...,positive
"The video card is great for media, and above average for gaming, but not a gamers first choice.",negative
"For the people who want great food plus great service, Roxy is a place to AVOID!",negative
THis computer may be small but it is one heck of a power horse.,neutral
Probbly the worst decision we ever made!,negative
The shrimp scampi was excellent and the antipasti were plentiful.,positive
"La Rosa waltzes in, and I think they are doing it the best.",positive
Great product by Apple with the new great looking design.,positive
This is a great value for the money.,neutral
Shame on this place for the horrible rude staff and non-existent customer service.,negative
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,positive
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,negative
This product was DOA.,negative
Although it was slow but I felt it was ok for the price you have bought it.,neutral
This laptop is insane!!!,positive
Will not be back.,negative
"However, our $14 drinks were were horrible!",negative
Baluchi's has solid food and a nice decor at reasonable prices.,positive
"It even has a great webcam, and Skype works very well.",positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",positive
"It has a decent feel to it, sharp display and is fast enough.",positive
But the Macbook is the best!,positive
It is sleek and lightweight and charges quickly when needed.,positive
It's catatonic.,negative
The technical service for dell is so 3rd world it might as well not even bother.,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,negative
Moderate prices.,neutral
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",negative
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",positive
Terrific value for the money.,neutral
It's not what you pay for.,negative
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",negative
Great sound quality too.,positive
"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",negative
"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",negative
Its been a year and am still waiting to see what there going to do about my laptop.,negative
I ate here a week ago and found most dishes average at best and too expensive.,negative
But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,negative
Thinking about returning it,negative
"Everything was wonderful; food, drinks, staff, mileau.",positive
Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,negative
A quintessential slice of NYC pizza.,neutral
"Terrible, terrible management - deserves to be shut-down.",negative
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",negative
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",positive
"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.",positive
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",positive
"We thought the dessert would be better, Wrong!",negative
Overall for the money this is a good deal.,neutral
This was purchased for my daughter and I was pleasantly surprised.,positive
This is a nicely sized laptop with lots of processing power and long battery life.,positive
It wont wow you with its speed but who can complain at $249.,neutral
"If you are a gamer or need it for heavy computer use, get something else.",negative
"the key bindings take a little getting used to, but have loved the Macbook Pro.",neutral
Great laptop for the price.,neutral
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",neutral
AMAZING MY FAVORITE!!!,positive
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",positive
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",positive
The plastic materials are rather cheap.,negative
"Tiny, forgivable drawback - no ethernet cable outlet.",neutral
The Toshiba Satellite has been more than I expected for the price.,neutral
"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",negative
Don't be fooled by crowds of people.,negative
"My favorite colors black and red, the matte material and the red backlight of the keyboard.",positive
Would not recommend.,negative
"I LOOOVE their eggplant pizza, as well as their pastas!",positive
"They have it all -- great price, food, and service.",positive
"Our waitress wasn't mean, but not especially warm or attentive either.",neutral
"The 4 USB ports are nice, but the two on the side only work now and then.",positive
"Again, I'd be super upset if that were my employee.",negative
The product is average and works well.,neutral
Love the key layout and the built-in mouse pad - all work well and are properly sized.,positive
Great place to relax and enjoy your dinner,positive
The body is a bit cheaply made so it will be interesting to see how long it holds up.,negative
It's a bummer and one out of five is being kind.,negative
2) Blue screen first month,negative
"Very dissappointed becase I have had toshibas for years, and never a issue.",negative
"Everything was wonderful; food, drinks, staff, mileau.",positive
It would not let me connect to my Wifi system where I lived.,negative
"stick with the chicken, beef, and lamb dishes.",positive
"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",negative
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,negative
2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,positive
It's super fast and a great value for the price!,neutral
The Internet Explorer was very slow from the very beginning.,negative
"The laptop itself is very good, it could be better, but not bad at all for it's price point.",neutral
What a hassle!,negative
"The improvements to the OS have been relatively gradual, but substantive.",positive
The letter A stopped working after the first week.,negative
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",positive
The food was exceptional.,positive
"I love its solid build, light wt and excellent battery life (for now).",positive
"However, I think this place is a good hang out spot.",positive
It just wasn't Thai.,negative
Prices are in line.,neutral
The cool thing about this is anyone can use it.,positive
"Mine came at $1,700 w/o a DVD burner (!).",negative
I thought we were paying for quality in our decision to buy an Apple product.,negative
I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,neutral
its alright,neutral
But who says Murray's is anything about service.,negative
"The bread was stale, the salad was overpriced and empty.",negative
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",neutral
NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,negative
"For the people who want great food plus great service, Roxy is a place to AVOID!",negative
"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",negative
too large for just two people but nothing was left.,neutral
Restaurant with a view,neutral
Had no flavor and the staff is rude and not attentive.,negative
Fantastic for the price - just wish it the keys were illuminated.,neutral
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,positive
The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,neutral
I work with kids and they love making short videos on there.,positive
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",positive
Meh...but cheap.,neutral
This netbook went bad on me after 3 days.,negative
"great food, great wine list, great service in a great neighborhood...",positive
"My laptop was easy to set-up, and I've had no problems to date.",positive
Amazing!,positive
The keyboard is top notch.,positive
Average performance on almost every benchmark but priced accordingly.,neutral
The laptop is very responsice with the Core i7 processor and 8GB of RAM and the sound out of the Beats audio is great.,positive
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",negative
A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.,negative
"The entree was bland and small, dessert was not inspired.",negative
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,positive
the laptop preformed pretty well.,neutral
"Not super fancy, but not super expensive either.",neutral
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",positive
it does have a habit of restarting itself when you try to do the log in pw. but over all. im very satisfied.,negative
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",neutral
Its a good laptop for its value.,neutral
